,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59,10300,0,2,0,339,0,0,0,0,249,90,169.5,112.4299782,32912.62136,194.1747573,10300,0,10300,10300,0,0,0,0,0,10300,10300,0,10300,10300,0,0,16,0,194.1747573,90,249,143,91.7986928,8427,0,0,0,0,0,214.5,0,169.5,-1,0,0,0,0,0,0,0,0,0,0
60,523,0,2,0,194,0,0,0,0,160,34,97,89.09545443,370936.9025,3824.091778,523,0,523,523,0,0,0,0,0,523,523,0,523,523,0,0,16,0,3824.091778,34,160,76,72.74613392,5292,0,0,0,0,0,114,0,97,-1,0,0,0,0,0,0,0,0,0,0
61,58626,0,2,0,272,0,0,0,0,244,28,136,152.7350647,4639.579709,34.11455668,58626,0,58626,58626,0,0,0,0,0,58626,58626,0,58626,58626,0,0,16,0,34.11455668,28,244,100,124.7076581,15552,0,0,0,0,0,150,0,136,-1,0,0,0,0,0,0,0,0,0,0
62,624,0,2,0,194,0,0,0,0,160,34,97,89.09545443,310897.4359,3205.128205,624,0,624,624,0,0,0,0,0,624,624,0,624,624,0,0,16,0,3205.128205,34,160,76,72.74613392,5292,0,0,0,0,0,114,0,97,-1,0,0,0,0,0,0,0,0,0,0
63,37822,0,2,0,194,0,0,0,0,160,34,97,89.09545443,5129.289831,52.87927661,37822,0,37822,37822,0,0,0,0,0,37822,37822,0,37822,37822,0,0,16,0,52.87927661,34,160,76,72.74613392,5292,0,0,0,0,0,114,0,97,-1,0,0,0,0,0,0,0,0,0,0
64,30936,0,2,0,474,0,0,0,0,437,37,237,282.8427125,15321.955,64.64959917,30936,0,30936,30936,0,0,0,0,0,30936,30936,0,30936,30936,0,0,16,0,64.64959917,37,437,170.3333333,230.9401077,53333.33333,0,0,0,0,0,255.5,0,237,-1,0,0,0,0,0,0,0,0,0,0
65,202595,0,2,0,288,0,0,0,0,253,35,144,154.1492783,1421.55532,9.871911943,202595,0,202595,202595,0,0,0,0,0,202595,202595,0,202595,202595,0,0,16,0,9.871911943,35,253,107.6666667,125.8623587,15841.33333,0,0,0,0,0,161.5,0,144,-1,0,0,0,0,0,0,0,0,0,0
66,258983,0,2,0,481,0,0,0,0,449,32,240.5,294.8635278,1857.264763,7.722514605,258983,0,258983,258983,0,0,0,0,0,258983,258983,0,258983,258983,0,0,16,0,7.722514605,32,449,171,240.7550623,57963,0,0,0,0,0,256.5,0,240.5,-1,0,0,0,0,0,0,0,0,0,0
67,74609,0,2,0,200,0,0,0,0,166,34,100,93.33809512,2680.641746,26.80641746,74609,0,74609,74609,0,0,0,0,0,74609,74609,0,74609,74609,0,0,16,0,26.80641746,34,166,78,76.21023553,5808,0,0,0,0,0,117,0,100,-1,0,0,0,0,0,0,0,0,0,0
68,670,0,2,0,471,0,0,0,0,434,37,235.5,280.7213921,702985.0746,2985.074627,670,0,670,670,0,0,0,0,0,670,670,0,670,670,0,0,16,0,2985.074627,37,434,169.3333333,229.2080569,52536.33333,0,0,0,0,0,254,0,235.5,-1,0,0,0,0,0,0,0,0,0,0
69,348,0,2,0,129,0,0,0,0,102,27,64.5,53.03300859,370689.6552,5747.126437,348,0,348,348,0,0,0,0,0,348,348,0,348,348,0,0,16,0,5747.126437,27,102,52,43.30127019,1875,0,0,0,0,0,78,0,64.5,-1,0,0,0,0,0,0,0,0,0,0
70,607,0,2,0,439,0,0,0,0,404,35,219.5,260.9224023,723228.9951,3294.892916,607,0,607,607,0,0,0,0,0,607,607,0,607,607,0,0,16,0,3294.892916,35,404,158,213.0422493,45387,0,0,0,0,0,237,0,219.5,-1,0,0,0,0,0,0,0,0,0,0
71,546,0,2,0,225,0,0,0,0,192,33,112.5,112.4299782,412087.9121,3663.003663,546,0,546,546,0,0,0,0,0,546,546,0,546,546,0,0,16,0,3663.003663,33,192,86,91.7986928,8427,0,0,0,0,0,129,0,112.5,-1,0,0,0,0,0,0,0,0,0,0
72,425596,0,2,0,266,0,0,0,0,223,43,133,127.2792206,625.0058741,4.699292287,425596,0,425596,425596,0,0,0,0,0,425596,425596,0,425596,425596,0,0,16,0,4.699292287,43,223,103,103.9230485,10800,0,0,0,0,0,154.5,0,133,-1,0,0,0,0,0,0,0,0,0,0
73,10236,0,2,0,463,0,0,0,0,430,33,231.5,280.7213921,45232.5127,195.3888238,10236,0,10236,10236,0,0,0,0,0,10236,10236,0,10236,10236,0,0,16,0,195.3888238,33,430,165.3333333,229.2080569,52536.33333,0,0,0,0,0,248,0,231.5,-1,0,0,0,0,0,0,0,0,0,0
74,107177,0,2,0,206,0,0,0,0,168,38,103,91.92388155,1922.054172,18.66072012,107177,0,107177,107177,0,0,0,0,0,107177,107177,0,107177,107177,0,0,16,0,18.66072012,38,168,81.33333333,75.05553499,5633.333333,0,0,0,0,0,122,0,103,-1,0,0,0,0,0,0,0,0,0,0
75,100602,0,2,0,226,0,0,0,0,178,48,113,91.92388155,2246.476213,19.88032047,100602,0,100602,100602,0,0,0,0,0,100602,100602,0,100602,100602,0,0,16,0,19.88032047,48,178,91.33333333,75.05553499,5633.333333,0,0,0,0,0,137,0,113,-1,0,0,0,0,0,0,0,0,0,0
76,16945,0,2,0,162,0,0,0,0,133,29,81,73.53910524,9560.342284,118.0289171,16945,0,16945,16945,0,0,0,0,0,16945,16945,0,16945,16945,0,0,16,0,118.0289171,29,133,63.66666667,60.044428,3605.333333,0,0,0,0,0,95.5,0,81,-1,0,0,0,0,0,0,0,0,0,0
77,8347,0,2,0,466,0,0,0,0,438,28,233,289.9137803,55828.44136,239.6070444,8347,0,8347,8347,0,0,0,0,0,8347,8347,0,8347,8347,0,0,16,0,239.6070444,28,438,164.6666667,236.7136104,56033.33333,0,0,0,0,0,247,0,233,-1,0,0,0,0,0,0,0,0,0,0
78,48177,0,2,0,280,0,0,0,0,248,32,140,152.7350647,5811.901945,41.51358532,48177,0,48177,48177,0,0,0,0,0,48177,48177,0,48177,48177,0,0,16,0,41.51358532,32,248,104,124.7076581,15552,0,0,0,0,0,156,0,140,-1,0,0,0,0,0,0,0,0,0,0
79,10145,0,2,0,292,0,0,0,0,247,45,146,142.8355698,28782.65155,197.141449,10145,0,10145,10145,0,0,0,0,0,10145,10145,0,10145,10145,0,0,16,0,197.141449,45,247,112.3333333,116.6247544,13601.33333,0,0,0,0,0,168.5,0,146,-1,0,0,0,0,0,0,0,0,0,0
80,7261,0,2,0,502,0,0,0,0,461,41,251,296.9848481,69136.48258,275.4441537,7261,0,7261,7261,0,0,0,0,0,7261,7261,0,7261,7261,0,0,16,0,275.4441537,41,461,181,242.4871131,58800,0,0,0,0,0,271.5,0,251,-1,0,0,0,0,0,0,0,0,0,0
81,192697,0,2,0,376,0,0,0,0,344,32,188,220.6173157,1951.24989,10.37898878,192697,0,192697,192697,0,0,0,0,0,192697,192697,0,192697,192697,0,0,16,0,10.37898878,32,344,136,180.133284,32448,0,0,0,0,0,204,0,188,-1,0,0,0,0,0,0,0,0,0,0
82,10766,0,2,0,225,0,0,0,0,192,33,112.5,112.4299782,20899.12688,185.7700167,10766,0,10766,10766,0,0,0,0,0,10766,10766,0,10766,10766,0,0,16,0,185.7700167,33,192,86,91.7986928,8427,0,0,0,0,0,129,0,112.5,-1,0,0,0,0,0,0,0,0,0,0
83,102752,0,2,0,212,0,0,0,0,171,41,106,91.92388155,2063.220181,19.46434133,102752,0,102752,102752,0,0,0,0,0,102752,102752,0,102752,102752,0,0,16,0,19.46434133,41,171,84.33333333,75.05553499,5633.333333,0,0,0,0,0,126.5,0,106,-1,0,0,0,0,0,0,0,0,0,0
